29.745,65.659,32.152,65.659,3.558,2.357,1.49,75.964,79.992
31.329,67.286,32.152,66.161,3.382,2.358,1.471,75.964,79.548
30.719,65.659,31.562,64.537,3.421,2.401,1.52,76.373,79.548
31.329,66.161,32.525,66.161,3.257,2.357,1.5,75.964,79.548
30.964,66.161,31.787,65.056,3.459,2.375,1.471,76.633,79.647
30.101,65.659,32.525,65.659,3.51,2.418,1.499,75.964,79.011
30.964,67.286,31.787,66.161,3.421,2.375,1.443,75.964,79.548
30.101,65.659,32.525,65.659,3.51,2.358,1.499,76.373,78.799
29.745,64.537,32.525,65.659,3.295,2.357,1.519,76.504,79.548
30.719,66.801,31.931,66.801,3.622,2.345,1.471,76.239,79.796
30.101,66.801,32.307,67.479,3.571,2.319,1.47,75.548,79.242
29.055,65.056,32.735,66.801,3.097,2.339,1.442,75.964,81.085
31.201,65.556,34.077,69.305,3.142,2.357,1.492,75.174,80.803
31.329,66.644,34.077,67.751,3.337,2.338,1.52,75.7,80.272
30.101,65.659,32.525,65.659,3.518,2.357,1.52,75.964,79.548
30.101,65.659,31.931,65.136,3.509,2.398,1.5,75.964,79.647
29.124,65.136,32.905,67.964,3.479,2.358,1.49,75.564,79.647
29.745,63.997,31.931,65.659,3.558,2.373,1.521,75.426,80.087
28.78,63.997,31.931,66.297,3.288,2.374,1.471,75.828,79.548
28.78,62.879,31.931,65.136,3.738,2.334,1.48,75.828,79.992
28.78,65.136,31.931,67.479,3.376,2.392,1.442,74.745,79.548
28.78,65.136,31.931,67.479,3.518,2.398,1.442,75.426,80.087
29.396,65.136,30.606,65.136,4.281,2.374,1.462,75.828,80.181
29.055,63.435,31.931,66.297,3.597,2.417,1.451,75.689,80.087
27.824,62.85,30.005,64.592,3.954,2.356,1.462,76.239,80.538
27.824,63.435,31.201,65.136,3.492,2.437,1.462,75.285,80.538
29.396,63.997,32.307,67.964,3.664,2.356,1.49,75.426,80.181
29.396,65.659,32.152,66.801,3.706,2.418,1.462,75.564,80.181
28.156,62.301,32.307,66.297,3.551,2.392,1.5,74.745,79.992
29.124,65.136,32.152,65.659,3.559,2.395,1.471,75.285,79.548
29.124,65.136,32.525,66.801,3.259,2.418,1.49,74.89,79.992
29.396,64.537,32.525,66.801,3.421,2.418,1.47,74.89,80.628
29.745,65.136,31.201,64.537,3.598,2.394,1.491,75.689,79.448
28.78,64.537,32.525,66.297,3.558,2.358,1.49,75.689,79.992
29.745,65.659,33.111,67.286,3.384,2.358,1.47,75.828,79.448
29.124,65.136,32.525,66.801,3.64,2.418,1.491,75.426,79.448
28.496,64.592,31.562,65.136,3.551,2.352,1.49,75.426,79.548
30.719,66.801,32.152,66.161,3.383,2.375,1.491,76.097,79.011
30.005,64.537,32.307,67.964,3.654,2.436,1.471,74.89,79.647
28.496,63.435,31.329,64.592,3.414,2.436,1.52,75.426,79.548
29.745,65.659,32.525,66.801,3.518,2.392,1.47,75.426,79.114
29.124,65.136,31.931,66.297,3.518,2.434,1.471,75.426,79.011
30.719,66.801,32.525,67.286,3.337,2.391,1.452,75.426,78.476
29.745,65.136,32.307,67.964,3.478,2.351,1.491,74.89,79.011
29.396,63.997,31.931,66.801,3.421,2.375,1.472,75.285,79.992
28.496,65.772,30.606,64.592,3.288,2.384,1.462,76.103,79.992
28.843,64.592,31.701,65.772,3.478,2.34,1.5,74.995,79.895
29.745,64.537,32.525,65.659,3.421,2.376,1.5,75.285,80.087
28.78,65.136,32.152,66.801,3.559,2.357,1.442,75.828,79.895
29.396,65.659,31.787,65.659,3.46,2.401,1.442,76.373,80.087
29.124,65.136,31.562,65.136,3.288,2.376,1.471,75.141,79.992
29.745,64.537,32.525,65.659,3.414,2.358,1.5,75.689,79.992
29.745,65.659,32.152,65.659,3.55,2.351,1.471,75.426,79.548
30.101,65.659,33.111,66.161,3.384,2.376,1.5,75.426,79.548
29.124,63.997,32.307,66.297,3.51,2.392,1.5,74.745,79.548
28.78,63.997,32.525,66.801,3.559,2.375,1.471,75.426,80.181
29.745,65.659,32.525,66.801,3.51,2.419,1.471,75.426,79.647
29.476,65.136,32.905,66.801,3.615,2.392,1.501,74.358,79.548
29.745,65.659,32.905,67.964,3.478,2.401,1.472,74.89,80.181
30.101,66.801,32.525,66.801,3.47,2.352,1.471,74.89,79.114
29.745,66.801,31.562,66.297,3.664,2.393,1.442,75.426,79.114
29.396,64.537,33.111,67.286,3.415,2.399,1.471,75.564,80.716
29.745,65.659,32.525,66.801,3.518,2.394,1.471,75.426,79.114
28.78,64.592,31.329,67.479,3.655,2.316,1.443,75.285,79.992
29.745,65.659,32.735,66.161,3.422,2.376,1.49,76.097,79.647
29.476,66.297,31.562,65.136,3.518,2.436,1.471,75.426,79.011
29.124,66.297,31.201,65.136,3.558,2.394,1.462,75.964,79.114
28.496,65.772,31.562,66.297,3.511,2.462,1.481,75.7,79.743
27.216,63.435,30.101,64.654,3.51,2.393,1.53,75.174,79.743
26.565,62.819,30.203,66.615,3.726,2.437,1.529,74.129,79.838
24.326,61.504,28.843,67.38,3.511,2.428,1.465,73.761,80.451
24.261,64.799,28.496,67.38,3.575,2.357,1.455,74.597,79.548
23.962,60.803,29.197,67.38,3.942,2.428,1.528,74.419,79.413
24.624,61.504,29.197,67.38,3.615,2.462,1.491,74.419,78.275
24.624,61.504,29.197,67.38,3.781,2.448,1.51,74.275,78.896
26.896,65.323,30.579,69.274,3.31,2.453,1.52,73.909,78.486
28.909,65.898,30.579,67.166,3.606,2.482,1.56,74.56,78.486
30.311,70.253,30.466,66.448,3.728,2.463,1.511,75.069,77.869
29.275,66.448,30.838,64.654,3.649,2.445,1.571,74.792,79.315
29.932,67.694,29.476,63.435,3.86,2.501,1.54,76.228,76.729
27.86,64.654,29.124,64.654,3.664,2.429,1.5,75.564,78.166
29.56,67.694,29.745,64.026,3.736,2.412,1.511,75.564,77.758
28.202,65.898,29.836,67.166,3.682,2.411,1.482,74.358,78.056
28.843,66.975,30.719,66.448,3.736,2.455,1.481,75.033,78.275
27.86,65.225,31.088,67.694,3.43,2.453,1.481,74.505,78.69
27.553,65.898,30.101,65.898,3.726,2.412,1.482,73.98,79.216
28.843,66.975,30.964,65.772,3.623,2.428,1.5,75.174,78.381
27.525,65.225,30.606,65.772,3.707,2.385,1.473,74.792,79.838
27.553,67.166,30.719,67.694,3.541,2.429,1.51,74.419,78.381
27.198,65.225,30.358,67.694,3.664,2.405,1.464,74.275,79.509
28.202,68.962,31.201,67.479,3.441,2.42,1.482,74.419,77.758
27.553,66.448,31.931,66.975,3.584,2.387,1.499,74.129,78.794
27.897,67.694,32.307,68.199,3.643,2.427,1.518,73.761,78.381
27.553,67.166,30.964,66.975,3.74,2.49,1.473,74.275,78.275
27.216,65.898,30.005,65.225,3.519,2.43,1.509,75.311,78.896
26.565,65.323,29.745,65.898,3.624,2.37,1.491,74.65,79.315
28.202,67.694,30.719,67.694,4.044,2.448,1.473,73.761,78.486
28.202,66.448,31.329,66.975,3.727,2.403,1.5,74.419,78.486
28.202,67.694,31.329,68.199,4.046,2.429,1.51,74.56,78.381
27.86,66.448,31.931,68.682,3.584,2.49,1.51,74.56,78.486
27.216,65.898,30.358,66.448,4.141,2.412,1.491,75.311,78.896
27.525,65.225,31.931,68.682,3.626,2.454,1.491,75.069,79.509
28.551,67.694,31.329,66.975,3.862,2.41,1.5,74.792,78.381
28.551,68.962,31.329,68.199,3.817,2.383,1.453,75.285,78.366
27.897,65.898,31.088,66.448,3.541,2.418,1.529,75.033,78.69
28.551,67.694,31.329,66.975,4.032,2.41,1.501,74.792,78.275
28.551,67.694,31.088,67.694,3.65,2.392,1.519,74.65,78.275
28.202,66.448,31.701,68.199,3.541,2.453,1.501,74.275,78.794
28.202,68.962,30.606,66.975,4.093,2.41,1.464,75.033,78.166
26.896,66.615,30.358,66.448,3.909,2.453,1.509,75.174,78.056
26.896,66.615,30.101,67.166,4.046,2.428,1.472,73.98,78.166
28.551,67.694,31.701,68.199,3.817,2.456,1.5,74.275,78.381
28.202,65.225,31.701,66.975,3.727,2.385,1.529,74.419,78.896
28.843,65.772,31.701,66.975,3.906,2.386,1.529,74.792,78.486
27.897,67.694,30.719,65.898,3.861,2.43,1.518,73.98,78.275
28.202,67.694,31.329,68.199,3.862,2.43,1.472,74.275,78.381
28.843,68.199,30.964,66.975,3.894,2.429,1.509,74.792,78.381
28.909,67.694,32.082,68.199,3.597,2.411,1.53,74.275,77.978
28.202,67.694,31.329,68.199,3.862,2.429,1.491,74.275,78.486
27.86,65.225,32.307,68.682,4.095,2.428,1.519,74.419,78.896
28.202,66.448,31.701,68.199,4.046,2.428,1.5,74.419,78.486
27.897,67.166,31.701,68.199,3.807,2.455,1.5,74.129,78.275
27.86,66.448,32.307,69.905,3.864,2.455,1.473,73.61,79.315
28.202,66.448,32.082,69.444,3.641,2.41,1.501,73.61,78.794
26.565,65.898,31.562,66.975,3.775,2.409,1.471,74.129,79.743
27.553,66.448,31.701,67.694,3.85,2.393,1.519,74.129,79.315
27.216,64.654,31.701,68.199,3.433,2.435,1.52,74.65,79.413
27.897,68.459,31.329,68.199,4,2.453,1.491,74.275,78.166
27.553,66.448,31.931,66.975,3.897,2.429,1.519,74.275,78.896
27.86,65.225,31.701,68.199,3.738,2.448,1.501,73.761,78.896
27.553,67.694,32.307,69.444,3.807,2.428,1.49,73.909,78.381
27.897,67.166,30.719,66.448,3.85,2.394,1.539,74.792,78.996
26.896,65.898,31.701,67.694,3.852,2.409,1.499,74.129,78.794
27.525,64.026,32.082,69.444,3.895,2.429,1.501,73.761,79.509
26.887,64.026,32.307,68.199,3.942,2.427,1.538,74.56,79.603
27.553,66.448,32.692,69.444,3.643,2.427,1.519,73.909,78.486
28.202,66.448,32.307,68.682,4.048,2.473,1.539,74.419,78.486
27.553,65.225,32.307,66.975,3.575,2.447,1.547,74.419,78.486
27.216,64.654,31.329,66.975,3.942,2.429,1.519,74.792,78.896
