33.44,67.932,37.042,68.459,3.091,2.283,1.526,70.017,72.229,1
34.461,69.274,35.838,65.323,3.089,2.325,1.513,70.677,71.996,1
33.944,68.459,38.395,67.694,2.95,2.276,1.593,70.074,72.204,1
31.43,67.166,39.174,67.694,2.925,2.338,1.567,71.147,72.801,1
29.859,60.068,34.216,64.885,4.305,2.412,1.828,70.178,75.665,1
31.921,64.592,36.87,70.71,3.25,2.327,1.547,70.388,72.324,1
31.504,65.136,38.29,71.565,3.168,2.363,1.556,70.427,72.854,1
30.548,65.225,36.552,69.444,3.456,2.414,1.557,69.513,72.3,1
26.966,61.39,34.418,65.556,6.529,2.471,1.737,70.017,73.474,1
30.964,64.026,38.019,70.71,3.219,2.368,1.559,69.806,72.14,1
30.256,63.435,38.019,70.71,3.368,2.419,1.56,69.806,73.301,1
30.379,64.654,38.019,68.962,2.918,2.394,1.619,69.59,71.952,1
31.827,64.026,39.053,70.71,3.002,2.374,1.587,68.782,72.719,1
30.677,63.435,37.875,70.253,3.036,2.419,1.597,69.59,72.719,1
31.551,66.448,38.66,69.444,3.277,2.333,1.569,70.017,72.14,1
31.551,65.898,36.703,68.459,3,2.374,1.572,69.59,71.952,1
30.677,65.898,37.367,71.565,2.994,2.357,1.545,69.806,72.719,1
32.276,66.448,37.519,68.199,3.044,2.352,1.571,70.388,71.372,1
31.39,64.026,38.019,69.444,3.21,2.369,1.572,69.806,71.761,1
31.827,65.898,36.87,69.444,3.044,2.367,1.561,69.806,71.372,1
32.535,66.448,36.87,69.444,3.042,2.368,1.584,70.594,70.796,1
30.677,64.654,36.87,68.962,3.077,2.367,1.582,70.388,71.754,1
30.256,64.654,36.87,70.253,3.085,2.403,1.544,70.017,71.188,1
30.677,65.898,36.209,69.775,3.307,2.411,1.569,70.594,71.565,1
30.964,64.026,38.53,71.996,3.176,2.345,1.582,69.864,72.121,1
28.413,62.819,36.703,70.641,3.195,2.369,1.566,70.224,72.681,1
30.379,64.722,35.34,69.274,3.262,2.42,1.585,70.388,71.754,1
28.124,62.784,36.529,68.749,2.997,2.375,1.644,70.017,72.14,1
30.069,64.722,36.529,69.274,3.08,2.357,1.646,70.974,70.994,1
28.474,63.435,36.529,70.145,3.418,2.354,1.579,70.388,72.14,1
30.816,65.323,37.042,70.641,3.035,2.375,1.647,69.806,71.188,1
27.719,64.093,36.027,70.145,3.126,2.393,1.542,69.59,71.175,1
28.54,64.722,37.208,68.749,3.222,2.419,1.614,69.59,71.372,1
29.219,64.058,36.529,70.145,3.13,2.317,1.604,69.37,72.719,1
28.887,64.722,35.838,69.624,3.201,2.357,1.604,69.37,71.952,1
28.887,64.722,36.027,68.749,3.123,2.35,1.604,69.37,71.565,1
28.124,64.722,36.703,68.749,3.126,2.419,1.625,70.017,72.324,1
29.31,66.038,36.027,68.749,3.08,2.375,1.605,70.017,71.754,1
30.069,65.323,36.529,68.749,3.217,2.376,1.644,69.59,71.754,1
30.069,66.038,36.027,69.274,3.219,2.357,1.583,70.388,71.565,1
29.31,64.722,36.027,67.38,3.123,2.356,1.619,70.974,71.372,1
30.379,64.058,36.529,69.274,3.272,2.357,1.622,70.388,72.324,1
30.069,64.722,35.838,68.749,3.087,2.375,1.624,69.59,71.565,1
29.638,64.722,35.538,67.932,3.176,2.316,1.56,69.37,72.943,1
29.31,64.722,35.538,66.038,3.176,2.376,1.595,68.782,73.124,1
30.51,64.722,37.208,68.459,3.092,2.293,1.614,67.855,72.943,1
29.31,64.722,36.703,67.932,3.277,2.334,1.622,68.429,73.124,1
30.964,66.615,37.208,67.932,3.046,2.314,1.636,68.429,72.719,1
31.264,65.323,37.725,69.775,2.802,2.291,1.639,67.855,72.536,1
29.745,65.433,36.027,67.932,3.222,2.377,1.599,67.964,72.35,1
28.968,65.433,36.703,67.932,3.086,2.347,1.622,67.62,72.35,1
29.638,64.722,36.209,68.459,3.312,2.349,1.586,68.199,72.943,1
30.069,66.038,35.538,67.932,3.264,2.31,1.608,67.62,72.943,1
29.638,66.038,35.538,69.274,3.264,2.367,1.569,67.62,72.536,1
29.31,67.38,36.209,69.274,3.083,2.311,1.567,67.62,72.35,1
27.35,61.504,39.053,69.775,3.389,2.391,1.736,66.879,75.379,1
27.719,62.784,37.208,70.641,3.231,2.314,1.681,66.405,76.115,1
28.54,64.722,37.208,68.749,3.355,2.296,1.716,66.961,75.51,1
28.54,65.433,36.703,69.274,3.225,2.339,1.678,67.751,74.908,1
29.745,66.038,37.875,69.775,3.164,2.332,1.694,67.426,74.055,1
28.474,62.176,38.019,68.962,3.073,2.355,1.721,67.426,76.866,1
27.719,62.176,37.367,67.932,3.07,2.419,1.718,67.977,76.109,1
28.124,63.435,38.019,68.459,3.303,2.376,1.716,67.195,75.816,1
28.54,64.722,38.254,71.565,3.132,2.32,1.667,66.161,75.51,1
28.124,62.784,36.87,67.166,2.64,2.338,1.721,67.751,76.724,1
28.968,66.801,34.854,66.801,3.219,2.321,1.605,68.318,73.179,1
27.35,62.784,36.87,66.615,2.85,2.435,1.716,67.195,75.665,1
28.124,63.435,37.208,68.749,3.267,2.279,1.691,67.286,76.115,1
27.759,64.093,36.703,67.38,3.271,2.375,1.691,66.961,74.745,1
29.31,66.038,37.208,70.641,3.327,2.292,1.631,67.195,74.055,1
28.179,65.433,37.725,70.145,3.119,2.379,1.691,66.961,74.638,1
28.124,64.093,36.703,69.274,3.38,2.399,1.679,67.977,75.379,1
28.887,64.722,36.703,69.274,3.421,2.375,1.654,67.751,74.476,1
29.31,66.038,37.875,71.114,3.164,2.314,1.629,66.961,74.31,1
29.745,66.038,37.725,70.641,3.261,2.312,1.647,66.405,74.638,1
28.968,66.038,38.395,70.641,3.119,2.362,1.691,67.195,75.069,1
28.54,64.093,37.208,69.274,3.378,2.279,1.671,67.521,75.51,1
29.31,66.038,37.875,71.114,3.164,2.32,1.654,67.521,74.908,1
30.069,66.038,36.703,69.775,3.206,2.357,1.608,67.751,74.476,1
29.31,65.433,36.529,70.641,3.327,2.34,1.633,67.521,74.476,1
29.31,64.722,37.875,69.775,3.359,2.301,1.694,68.532,75.665,1
29.745,64.093,36.529,67.932,3.206,2.339,1.716,67.286,75.069,1
28.968,66.801,36.703,69.274,3.164,2.376,1.605,66.721,73.887,1
29.745,65.433,36.529,69.274,3.177,2.333,1.648,67.286,72.943,1
28.54,66.038,38.53,71.114,3.168,2.357,1.625,67.195,74.476,1
30.069,66.615,36.209,67.932,3.248,2.373,1.631,67.521,74.638,1
28.968,65.433,35.34,66.801,3.352,2.357,1.671,67.62,73.887,1
30.069,65.323,36.703,67.932,3.418,2.373,1.647,66.961,75.225,1
28.124,65.433,36.703,70.641,3.359,2.302,1.615,68.085,75.51,1
28.54,66.038,37.208,70.145,3.308,2.338,1.673,66.961,75.069,1
29.638,65.323,37.367,69.775,3.251,2.333,1.629,67.977,74.638,1
29.31,65.433,36.529,70.641,3.327,2.322,1.61,68.085,74.476,1
28.474,63.435,37.875,71.114,3.254,2.297,1.655,67.195,76.264,1
28.124,63.435,38.928,72.031,3.18,2.345,1.667,66.961,76.264,1
28.124,62.784,38.928,72.474,3.013,2.327,1.696,67.751,76.264,1
26.952,60.803,37.208,69.274,2.912,2.317,1.723,67.751,76.724,1
29.31,65.323,38.395,70.641,3.177,2.363,1.716,67.195,75.964,1
27.324,60.255,36.87,67.166,2.916,2.32,1.723,68.532,78.079,1
28.54,63.435,38.395,69.274,3.333,2.357,1.734,67.426,75.379,1
27.35,62.784,38.395,70.641,3.213,2.363,1.716,67.426,76.409,1
28.124,64.722,37.875,70.641,2.709,2.327,1.675,68.532,76.551,1
28.54,62.784,37.042,68.749,2.943,2.32,1.765,67.751,75.816,1
28.968,64.093,37.725,69.274,3.312,2.379,1.739,67.195,75.379,1
28.887,64.093,36.529,70.641,3.206,2.417,1.659,66.721,74.476,1
28.124,64.722,36.87,67.932,2.893,2.338,1.651,68.311,75.665,1
27.719,59.744,43.191,74.982,2.774,2.299,1.835,65.225,78.207,1
26.565,60.255,38.019,68.459,3.231,2.401,1.696,67.195,77.471,1
26.952,62.103,37.875,71.114,2.977,2.321,1.705,67.195,76.724,1
28.124,62.784,37.367,68.459,2.788,2.32,1.748,67.426,77.471,1
27.35,64.093,36.703,68.749,3.254,2.396,1.651,67.521,75.069,1
28.54,64.722,38.53,69.775,3.076,2.339,1.693,67.195,75.665,1
28.124,64.799,36.529,72.031,3.312,2.355,1.594,66.477,74.31,1
